Gene_ID	MCF7-2-DMSO-1	MCF7-2-DMSO-2	MCF7-2-DMSO-3	MCF7-2-LY-1	MCF7-2-LY-2	MCF7-2-LY-3	MDA-MB453-DMSO-1	MDA-MB453-DMSO-2	MDA-MB453-DMSO-3	MDA-MB453-LY-1	MDA-MB453-LY-2	MDA-MB453-LY-3	MDA-MB-468-DMSO-1	MDA-MB468-DMSO-2	MDA-MB468-DMSO-3	MDA-MB468-LY-1	MDA-MB468-LY-2	MDA-MB468-LY-3
CRABP1	445	867	519	1026	914	1088	0	0	0	3	2	1	27	38	45	2	13	16
TRAPPC1	2000	2659	3022	2296	1774	2630	578	649	765	985	792	943	880	990	1319	709	890	1050
TUBGCP6	604	812	1152	917	662	1172	480	447	653	1485	1286	2125	138	120	235	116	180	497
DDC	8	7	12	43	16	21	30	37	21	7	2	3	1	1	4	0	4	2
TMEM27	34	42	57	40	40	48	2	6	8	8	3	1	3	2	6	4	6	5
DHRS11	271	357	379	383	281	479	244	233	252	252	192	243	326	429	578	392	519	560
LRG1	73	112	106	74	73	112	0	2	1	0	0	0	139	168	213	55	92	66
SLC28A1	1	0	0	1	1	1	0	0	0	0	0	0	47	54	89	33	58	74
DOT1L	2046	2360	4115	1998	1410	2894	1864	1801	2259	2004	1614	1809	1110	1261	2087	1196	1423	2244
APBB3	60	80	115	113	72	98	18	18	27	15	14	28	21	25	61	11	12	80
RIOK2	413	561	826	457	385	516	464	403	555	769	548	672	595	647	895	609	636	656
KIF23	1596	1592	3327	867	516	1378	1537	1405	1912	289	240	158	1813	1810	2844	1709	1718	2474
MRPL13	868	1327	1475	669	554	695	887	846	1097	742	603	692	797	974	1155	784	994	932
PSMB1	6907	9547	9586	5334	4121	5351	3208	2994	3919	3034	2415	2892	2796	3067	3977	2763	3083	3037
AIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDAC2	2058	2957	2996	2180	1881	2296	1271	1121	1654	1929	1507	1916	2308	2478	3043	2790	2882	2757
C11orf80	649	891	989	743	531	872	562	582	604	838	676	731	387	415	515	310	459	413
MIEF1	1295	1523	2377	1632	1125	1901	1861	1733	2357	3030	2553	2979	2321	2685	3661	2509	2798	3742
TAS1R3	25	25	35	35	48	75	1	4	3	8	1	4	2	2	7	2	2	9
DPH2	865	895	1524	842	643	1007	775	719	1055	1259	943	1144	1323	1559	2175	1645	1766	2169
PSMA1	4648	6823	6505	3762	3083	3870	1190	1085	1428	1283	905	1119	1987	2051	2608	2197	2199	2264
DNASE1L1	729	910	1066	1611	1500	1755	2248	2288	2791	3268	2719	2711	570	679	880	650	896	1029
TRIM60	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DBF4B	153	174	303	103	68	162	220	198	186	82	55	59	166	223	315	187	215	316
DDHD1	441	562	1067	1037	684	1166	555	539	613	793	597	562	245	231	365	246	271	437
SMTN	1236	1041	2213	785	571	1085	1984	1909	2475	941	767	597	958	931	1384	923	1061	1190
POGK	2901	3580	5112	2925	2265	3625	2889	2681	3675	3909	3123	3500	1544	1878	2389	1385	1625	2104
CASK	830	1305	1892	2012	1343	2293	1441	1448	1706	2620	2070	2403	589	642	1115	468	616	1054
B3GNT2	524	612	865	780	663	926	497	503	566	1323	871	984	1158	1645	2117	1172	1501	1766
NDUFS6	1946	2406	2638	1394	1138	1685	1878	1497	2180	2047	1638	2149	3826	4357	5365	3304	4558	3655
SLC22A17	278	388	393	442	329	507	579	495	685	1140	992	1217	8	20	23	2	8	14
PUS1	917	1251	2162	1170	810	1545	400	377	536	357	331	333	455	505	810	596	710	1019
ELF4	968	994	1732	1111	756	1487	340	333	354	339	302	263	1156	1266	1817	1279	1278	1851
RTCB	2734	3553	4324	3060	2393	3238	2923	2875	4035	4267	3453	4081	3222	3247	4688	3173	3602	3567
SSX1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FAM83B	565	816	1323	893	467	975	74	73	92	75	67	26	306	223	368	266	216	431
SYT8	3	3	18	30	25	48	1	1	0	0	2	0	1	5	12	7	5	10
PASD1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C16orf92	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEAD1	1168	1429	2632	1807	1257	2374	25	15	13	19	20	17	2387	2620	3925	2035	1994	3316
SMARCA5	3558	5394	6465	4474	3290	5001	2691	2677	3271	3228	2453	2743	3275	3662	5122	2778	3135	4024
KRTAP4-1	3	4	7	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0
RGPD3	0	0	1	0	0	2	1	0	0	0	0	0	2	2	0	1	0	1
UBL3	3935	4920	6888	8551	6489	9558	2129	2145	3550	7206	5378	8284	794	857	1390	570	606	959
NR0B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCOA2	909	1262	1898	1298	806	1449	1694	1629	2123	3206	2518	2994	850	1042	1478	519	707	941
C1orf111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC109829.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL11	18774	25604	26973	23966	21168	27659	7790	7441	11212	12247	9521	10686	17577	22054	28947	18009	24130	22302
EMC3	2371	2728	3303	2691	2256	2699	1567	1436	2033	3164	2541	3100	747	874	1001	893	1117	1034
TTC9C	365	753	726	448	425	599	229	246	269	437	372	350	587	600	908	649	704	915
HKDC1	0	0	0	1	0	3	0	0	0	0	0	0	2	2	6	28	20	29
EMC9	686	872	948	595	480	665	324	293	486	336	259	326	386	367	573	424	604	591
IMP4	2570	3245	4386	2697	2146	3196	978	855	1260	1403	1145	1328	1408	1513	2102	1692	1956	2123
AVL9	1916	2474	4109	2328	1707	2807	991	982	1038	1980	1591	1603	1365	1695	2186	1162	1465	2125
LYPD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL6	9401	13150	13593	12187	10574	12788	5411	5335	7595	8337	6371	6895	6391	7924	9623	6074	7623	7046
NUMA1	16501	24698	30283	14461	11578	19399	8006	7999	9708	15636	12627	15433	7355	8757	13032	5490	8181	9850
CHST7	139	193	302	297	220	367	4	8	6	11	14	13	96	96	160	122	171	191
EPB41L5	1540	2058	3534	2336	1791	3010	678	668	1025	1041	768	984	595	649	1029	685	716	940
OR5K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP35	326	430	687	333	256	427	86	68	102	114	97	152	92	87	147	54	67	155
GPRIN3	25	21	49	20	21	12	0	0	0	0	0	0	0	0	3	0	0	0
AC005549.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAM	792	1020	1283	3258	2859	3484	249	236	313	773	619	371	1994	2321	3453	1551	2018	2967
ADAMTS9	944	1169	1681	3887	3339	4780	5	7	7	8	7	3	0	0	0	0	0	0
PER1	261	480	529	620	387	779	219	261	398	493	470	547	185	295	418	213	400	484
RP11-467N20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BIRC3	6	6	4	7	9	20	10	7	3	25	18	13	388	363	563	648	458	680
CITED2	1134	2435	2278	3455	3204	4474	1030	1062	1119	1302	1011	913	1150	990	1863	794	772	1538
SPATA17	62	76	72	56	40	51	19	11	17	24	17	12	1	5	0	2	3	1
KDM6B	665	1029	1853	2092	1423	2934	284	290	290	1296	1083	1162	393	546	929	319	428	958
NAA30	941	1244	1897	1398	1037	1645	927	881	971	1867	1489	1520	1461	1483	2113	1556	1616	1891
NPIPA1	7	8	9	18	20	22	2	1	2	3	1	0	0	3	1	2	1	6
TRIM22	0	0	0	0	3	3	3	0	0	2	1	0	117	138	188	11	39	39
ZFPM1	871	1019	1225	730	646	1027	376	340	703	510	443	721	317	311	496	279	297	360
ERVV-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XRRA1	182	285	269	212	234	238	141	138	151	418	331	394	85	79	144	59	90	98
HLA-DRB5	34	41	23	153	86	115	0	0	0	0	0	0	1	0	0	0	0	1
ARHGAP11B	11	28	56	11	6	21	17	29	18	5	6	2	17	14	41	28	20	75
SLC27A4	1968	2265	2933	1606	1343	1895	2381	2347	2887	4997	4161	4618	1252	1401	1810	1383	1639	1630
HTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF7	1171	1717	2004	1585	1469	1854	703	719	965	1194	961	1099	1236	1500	2153	1332	1701	2122
SRSF1	8881	8221	16450	6497	3413	7434	4898	4494	6227	3402	2725	3100	7339	8328	11046	6236	7445	8975
IMPA2	2344	3151	3474	1024	830	1293	392	399	589	96	101	133	4426	5424	8254	4402	6456	7619
HBG2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
NUDT17	98	169	154	102	115	116	33	23	30	39	37	23	19	20	21	7	17	13
RP11-343C2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRBA2	89	141	173	107	61	115	48	35	34	55	55	49	21	40	41	15	21	34
OSTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP62	1479	2095	2680	1472	1293	2114	1607	1571	1946	1426	1169	1755	2086	2229	3339	2345	2597	3430
METTL9	2767	3925	3970	2987	2417	3165	1953	1796	2640	2405	1838	2296	1979	2243	2791	1654	2291	2060
ZNF710	381	467	781	603	455	742	202	202	235	378	357	253	290	362	620	260	350	471
STMN4	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0
OR4F29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP1	1653	1802	3528	2064	1241	2137	471	514	746	654	564	631	979	1261	1709	783	1100	1622
THTPA	672	1068	977	647	563	699	391	355	431	484	407	501	78	102	167	77	138	128
MTUS1	1046	1146	2066	1473	1136	1483	38	48	125	104	95	56	1656	1841	2447	1897	2166	2548
PRRT4	29	22	34	94	47	95	9	13	8	15	3	2	4	3	6	4	2	1
KIAA1429	1917	3142	3832	2158	1608	2656	2062	1869	2493	2710	1996	2648	1045	1059	1633	982	1079	1291
RBMY1J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR3A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC2R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF217	4638	8597	14001	10742	7698	13652	853	986	951	1351	995	969	1607	1548	3187	1131	1165	2919
ACBD3	901	1512	2282	1662	1241	2052	1894	1826	2084	3458	2708	2878	1111	1101	1798	839	839	1381
FFAR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROCK2	1521	2115	4093	2342	1569	3160	55	49	53	24	21	6	1926	2096	3380	1596	1750	3206
RNASEK	1069	1440	1210	1107	1000	1319	517	440	588	996	805	965	552	645	714	703	718	706
LCE3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIA	538	755	1157	905	653	1203	1916	1888	2041	2821	2365	2178	708	877	1167	319	452	590
LYPLAL1	359	451	525	314	256	326	317	275	348	490	344	375	246	221	379	178	227	250
MTRNR2L2	4	6	4	6	6	8	3	6	2	12	13	21	1	1	2	5	11	3
PLAGL1	7	4	11	12	15	19	0	0	0	2	0	0	65	63	120	62	49	103
PP13004	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FZD5	365	432	881	543	367	728	110	103	107	198	149	111	664	739	1237	413	392	689
HSF5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPB	92	188	203	158	129	217	37	33	59	60	48	79	81	90	153	82	104	202
ASB14	1	2	1	2	2	0	1	1	2	0	3	1	5	3	1	1	2	1
ELMO3	12	21	57	28	19	64	1120	1096	1449	2571	2067	2162	402	387	653	358	506	545
ANKRD36C	37	70	80	50	26	50	1	7	10	1	4	0	29	23	43	24	20	49
KRTAP4-12	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
KCNK13	95	156	202	391	300	440	0	0	0	0	1	0	2	3	4	3	2	4
SPOP	1466	2501	2604	1602	1314	1767	1817	1615	1867	2623	1995	2164	660	733	1073	466	614	669
AC005493.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCYL2	1163	1485	2474	2198	1591	2572	1289	1205	1392	2474	1796	1965	1474	1793	2324	1339	1612	2052
GJA3	130	214	210	251	180	272	0	0	0	0	0	0	15	17	27	15	24	24
MT1G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MRPS26	1282	1689	2517	1214	895	1512	1090	1181	1484	1235	1051	1101	1116	1253	1910	1093	1398	1643
LRRC4C	1	2	1	3	5	0	14	11	16	10	13	7	0	0	0	0	0	0
DLK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC41A2	245	327	492	502	352	609	61	43	102	73	46	36	160	196	230	142	169	256
KRT15	29	21	46	179	167	250	5	3	3	22	19	17	786	865	1611	493	1012	1144
LPPR1	1	0	3	2	2	6	25	27	34	7	4	0	0	0	0	0	0	0
RIMS1	32	37	45	131	98	155	0	1	2	3	0	1	0	0	0	0	0	1
ZNF597	145	137	201	194	141	213	41	47	53	83	90	86	0	0	0	0	0	0
SMIM21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTA2	13	23	23	3	2	9	0	1	0	0	0	0	1	5	0	2	1	2
ART5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
B3GNT8	33	69	80	73	62	51	153	149	136	170	151	136	1	1	0	0	0	1
COPG1	5220	7437	9959	7601	5852	9315	3692	3777	4625	8854	7404	8153	3358	3602	5602	2716	3562	5033
TSGA10	44	63	103	117	62	101	48	48	56	151	107	132	21	28	40	26	36	48
OR6C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LYZL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH23	1	1	2	1	0	2	0	0	0	1	0	0	3	1	9	5	1	2
PPIP5K2	531	594	1032	681	507	880	670	656	805	961	722	850	826	986	1348	602	807	1119
ADAM12	1	5	1	1	6	4	0	0	0	0	0	0	0	0	0	0	0	0
TMEM163	38	73	70	43	32	51	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN7	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CSAG1	0	0	0	0	1	0	0	0	0	0	0	0	861	923	1331	928	1059	1062
RP11-521M14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK2	0	3	4	7	7	9	0	0	0	0	0	0	76	95	170	133	305	538
MPZL1	1959	2843	3906	3648	2543	4084	2067	2065	2730	3796	2836	3138	2610	3115	4913	1896	2342	4116
AC142381.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM149B1	448	698	720	422	391	484	261	244	271	314	256	304	215	227	369	185	243	247
SLC5A11	1	0	2	0	0	3	0	0	2	4	2	2	1	0	0	1	1	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPTXR	2316	3002	4094	3192	2425	4024	82	87	152	222	202	222	84	140	258	113	161	240
TSTD2	410	643	686	546	420	537	116	121	133	280	208	212	164	178	289	155	198	275
KCNAB2	247	279	434	350	254	446	171	175	239	347	307	303	59	65	144	115	116	181
C1QTNF1-AS1	0	1	0	0	0	1	0	0	0	0	0	0	4	4	7	25	25	23
RNH1	2707	3710	4835	3372	2744	4063	4771	4774	6569	6720	5527	6558	2240	2417	3612	2008	2590	2805
KPNA2	13577	12961	25373	10667	6995	14091	14982	14566	17310	6090	4602	5182	5814	6235	9224	5398	6381	7129
NACA2	9	11	17	14	12	11	9	5	12	8	10	13	5	8	8	6	11	5
ADARB2	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SIX1	147	195	287	128	98	132	868	905	1188	1452	1102	1127	400	472	629	280	291	432
NASP	2353	3281	4600	1904	1143	2419	2247	2224	2967	1014	781	892	2521	3055	4533	2203	2791	3955
PIP4K2B	1013	1431	2127	1428	1146	1748	1504	1534	1732	2999	2463	2758	839	956	1458	639	925	1334
RRAS2	703	967	1133	1072	818	1144	1	1	0	2	0	2	683	707	913	795	786	850
FAM65A	1618	1988	3337	1940	1389	2902	185	169	179	333	281	276	947	1020	1581	971	913	1327
KCNA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LENG8	572	964	1583	1225	889	1826	548	606	541	745	629	747	397	456	952	431	514	1832
PER2	332	445	860	473	282	627	642	665	773	703	586	640	281	385	613	198	350	514
ORMDL3	1046	1566	1978	1926	1413	2211	1630	1625	1909	4991	3921	3993	359	491	690	290	426	614
APBB1	4	5	1	4	5	6	45	34	46	30	31	20	20	13	34	14	14	11
IRF1	156	195	298	165	124	237	34	46	46	70	40	51	573	777	1058	439	494	738
SLC8B1	390	519	665	303	233	336	129	126	158	128	117	69	193	216	340	204	236	330
CREB3L2	1351	1748	2962	2352	1630	2976	967	983	819	2286	1936	1575	997	1177	1747	487	820	1260
TAS2R20	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	1	2	1
SAP18	4295	6334	6233	3981	3207	4346	2526	2429	2969	4078	3058	4339	2097	2218	3111	1976	2406	2389
SLC12A7	1308	1689	2789	2309	1825	3082	759	844	948	2598	2130	2185	1	1	0	0	5	13
TNFRSF12A	963	981	2519	3553	2902	4939	1131	1208	1129	5124	3913	3233	1604	1599	2590	2117	2232	2936
MXI1	349	565	630	501	396	534	171	164	256	350	287	327	368	456	535	261	346	388
UBXN2A	768	945	1381	809	581	903	415	428	471	518	377	348	861	974	1350	859	894	1148
UCKL1	704	1202	1321	632	566	871	209	239	357	523	435	559	254	247	441	274	329	494
HDHD3	312	476	637	524	438	635	113	132	142	203	142	172	379	438	607	334	435	476
APOBEC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD34	0	1	0	3	3	4	0	0	0	0	0	0	1	1	0	1	0	0
RP2	275	446	557	395	301	497	253	226	268	556	409	514	246	257	392	227	198	336
ENOSF1	646	854	1209	818	620	935	67	72	101	63	59	50	685	901	1246	852	1210	1502
LANCL1	1748	2383	2770	1665	1321	1802	1079	1029	1252	2267	1745	1730	995	1097	1498	492	788	898
CRYGD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL8	0	1	0	2	0	5	0	0	0	8	3	0	93	64	74	491	173	387
CLCF1	30	28	66	42	16	48	4	4	8	13	9	18	40	26	57	75	14	89
GPM6B	6	12	10	26	16	35	0	0	0	0	1	2	0	0	0	0	0	0
EPOR	138	200	283	309	210	387	83	71	78	100	72	59	41	43	68	33	50	75
RFWD2	1622	2038	2741	1971	1536	2159	929	885	1363	1780	1285	1486	1074	1175	1573	920	1020	1282
AC018630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS6	0	0	1	2	0	3	0	0	0	0	0	0	0	1	0	4	1	6
SYCE1L	29	42	57	70	50	67	0	0	0	0	0	0	6	6	9	8	14	23
IL6	0	0	0	1	0	2	0	0	0	0	0	0	2	3	3	9	1	4
SIL1	1292	1622	1886	1650	1347	1773	962	934	1186	1919	1532	1625	614	637	854	481	784	732
ZNF282	1349	2025	2366	1396	1205	1625	786	776	966	1112	938	1005	1017	1164	1496	854	1075	1272
GNG4	53	91	72	15	18	24	0	0	0	1	0	0	56	68	61	50	51	37
LGI3	4	5	2	9	17	9	0	0	0	0	0	0	0	0	0	2	2	1
RHOU	232	366	388	236	248	260	204	186	286	1417	1051	1124	39	47	83	2	11	10
APOBEC3C	4	4	3	7	4	13	0	0	0	0	0	0	2338	2311	2908	3464	3994	3900
ZNF701	219	380	450	279	228	316	48	40	39	40	27	39	97	128	167	80	94	210
CAPN13	135	126	233	132	89	113	445	431	599	1720	1335	1172	8	7	8	6	2	11
FRMD7	8	8	14	29	25	33	0	0	0	0	0	0	4	7	14	8	4	16
PLCH1	219	282	493	171	123	240	468	420	302	562	457	259	184	375	341	50	195	198
CCDC140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM115	864	1198	1404	903	901	1205	699	749	816	1278	1056	1462	473	532	799	404	499	608
LSM14A	2987	3577	5024	3561	2387	4163	2514	2343	2951	3035	2256	2767	4758	5683	7544	4380	5048	6554
RMDN1	1518	2007	2456	1561	1190	1634	939	912	1064	1298	905	1075	246	330	377	178	268	290
WNT7A	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0
HIST2H2AB	11	3	5	5	3	5	3	3	5	2	3	2	1	2	3	0	0	0
KRT9	1	1	0	1	0	0	0	0	2	11	12	5	96	83	123	180	181	186
CTRL	15	23	45	12	14	20	14	5	11	1	1	0	4	7	13	16	11	26
SLC9B2	121	182	229	184	172	204	0	0	1	0	0	0	315	375	444	348	419	553
FAM72D	59	68	106	23	17	40	19	24	21	3	4	1	50	43	47	42	39	56
FLII	4895	6928	8646	8271	6217	11192	7096	6834	9567	11579	9575	11848	3915	3873	5761	4681	4736	5666
CXorf66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHFR	487	549	924	904	732	1110	481	481	536	674	613	632	313	412	521	290	458	567
SMAD5	1037	1352	1964	1376	1052	1703	873	937	1049	1488	1111	1127	1100	1144	1659	985	956	1459
CLIC3	94	116	125	1347	948	1884	1159	1053	492	1050	851	193	244	168	206	60	63	62
ATP6V1B2	907	1058	1458	1154	903	1220	1427	1370	1639	1967	1458	1779	1811	1903	2527	1475	1688	1988
BCOR	1357	2013	2535	1864	1416	2199	1022	1150	1380	1669	1374	2252	781	832	1264	611	735	1008
C10orf67	0	0	0	11	3	12	0	0	0	0	0	0	0	0	0	2	0	0
PHGR1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SLC30A4	17	17	37	45	23	92	210	270	187	842	706	596	106	85	169	61	68	171
POLQ	253	285	868	404	222	669	625	597	594	189	112	47	310	326	511	417	385	779
OR7C1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
DEFB105A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM7	1	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CDC40	487	733	941	569	453	748	327	329	397	598	482	610	442	511	815	403	521	730
AC012123.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARSK	45	49	93	39	40	55	61	67	98	89	72	85	190	240	382	150	202	261
TACR2	11	15	15	15	7	21	111	99	153	310	279	344	9	8	8	7	9	4
ZFAND2A	261	418	552	333	263	434	150	163	188	255	192	284	529	489	802	679	726	1021
GPR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHML	886	1058	1641	734	415	838	932	921	1243	942	721	770	1371	1329	1841	1520	1272	1839
SLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AASDHPPT	546	754	950	693	556	732	765	704	924	1360	918	1087	1256	1381	1958	1032	1103	1339
AC016559.1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MRPL42	1068	1495	1720	1020	721	1034	926	776	1164	1261	947	1066	888	1019	1332	951	1107	1160
NUDT16L1	1369	1830	2449	2056	1531	2466	1082	1184	1395	1867	1613	1745	0	0	1	0	8	10
EPB41L1	1341	1833	2271	2069	1591	2372	764	746	870	243	199	222	1332	1395	2196	812	1157	1673
GLI3	453	670	1066	650	401	887	727	735	1244	892	713	787	101	95	171	121	135	294
BCL2L2-PABPN1	2	0	1	3	3	1	2	0	2	2	5	2	0	0	1	1	1	3
SIX5	487	1014	787	573	575	752	468	444	466	707	624	525	242	268	444	171	269	310
CKAP2	1685	1979	2677	1333	945	1620	2490	2336	2898	2088	1538	1941	1813	1960	2505	1843	1942	2344
NEDD1	899	1245	1910	813	588	1055	561	511	645	553	423	447	491	537	791	494	542	649
CENPO	1917	2513	3516	1270	815	1670	993	985	1069	551	459	339	729	827	1268	699	738	1091
SERPINI1	15	14	22	73	56	62	9	8	6	9	2	7	0	4	1	0	1	1
GYS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM15	247	321	778	368	239	593	210	228	209	234	218	173	302	332	648	390	356	1010
MT1M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC6	1581	1954	3216	1354	725	1598	674	713	843	316	247	116	1068	1137	1841	1371	1279	2120
CHTOP	1813	2860	3572	2290	1803	2752	1515	1466	1982	1935	1476	2012	1711	1723	2701	1475	1622	2353
GOLIM4	266	513	812	589	385	685	674	665	874	1031	818	729	819	911	1544	616	880	1201
PTPRR	0	0	1	0	0	0	0	0	0	0	2	0	11	5	9	24	16	15
RNPS1	2815	3632	5701	3347	2173	4296	1548	1551	1869	1696	1374	1621	1818	2048	3069	1709	2058	3136
CA12	1659	1760	3705	4685	3607	5109	8181	7911	8909	8852	7072	6006	4	3	4	1	2	11
DNAI1	0	7	2	11	3	4	2	2	1	6	4	4	1	0	0	0	1	0
AC073569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTP14C	204	305	467	324	303	441	477	504	642	1235	921	1194	306	328	517	232	262	489
LCP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-298I3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMD	177	235	492	142	79	215	73	93	84	33	27	17	81	140	270	68	94	215
MED26	331	347	584	345	249	455	217	223	312	270	232	390	372	437	639	329	403	619
TBK1	519	706	1122	717	498	859	481	344	467	673	473	600	427	451	687	412	461	592
OOEP	27	59	42	25	21	30	0	0	0	0	0	0	0	0	0	1	1	1
C19orf66	43	63	63	99	80	120	89	104	129	185	133	138	273	311	482	213	311	436
MRPS7	2520	3634	4102	2696	2105	2911	5253	5163	7023	6041	4799	5981	2160	2404	3507	2149	2900	2959
POLR3A	754	918	1593	1112	746	1363	855	801	761	1110	929	878	1154	1350	1817	1173	1425	1629
ZNF70	53	74	123	112	75	166	55	73	64	130	119	54	29	32	83	17	17	84
PNPO	1039	1671	2125	1363	1123	1438	925	1039	1072	3012	2428	2490	373	314	644	244	345	452
KLF11	338	509	639	267	151	278	287	284	383	236	219	228	469	580	923	374	440	947
MARK4	673	976	1111	773	701	1004	885	870	1079	1684	1341	1878	1329	1559	2205	1076	1492	1457
SKAP1	38	45	65	68	71	59	0	1	0	0	0	0	0	0	1	1	0	1
NAT10	3669	4759	6926	3223	2337	3830	1594	1631	2131	2051	1668	1801	3207	3520	4999	3204	4084	4483
NOC3L	327	480	717	464	308	460	325	316	320	389	270	249	859	795	1176	847	831	1008
LHX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM17A	1852	2267	3223	1973	1488	2231	3123	2899	3815	4427	3315	3707	2399	2415	3678	3014	3022	3389
OTX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREP	761	1090	1200	1022	763	1206	984	967	1254	2420	1866	2005	2320	2316	3446	1928	2027	2444
ACOT9	499	669	782	787	631	894	238	227	287	694	498	611	344	326	486	459	451	555
MS4A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
